date,sma30,sma60,hashribbons
2012-01-01,8.29,8.22,Up
2012-01-02,8.31,8.24,Up
2012-01-03,8.37,8.25,Up
2012-01-04,8.37,8.25,Up
2012-01-05,8.34,8.25,Up
2012-01-06,8.42,8.28,Up
2012-01-07,8.48,8.31,Up
2012-01-08,8.53,8.31,Up
2012-01-09,8.61,8.34,Up
2012-01-10,8.63,8.36,Up
2012-01-11,8.71,8.38,Up
2012-01-12,8.78,8.4,Up
2012-01-13,8.78,8.4,Up
2012-01-14,8.88,8.39,Up
2012-01-15,8.94,8.4,Up
2012-01-16,9.01,8.45,Up
2012-01-17,9.06,8.48,Up
2012-01-18,9.03,8.49,Up
2012-01-19,9.08,8.5,Up
2012-01-20,9.09,8.54,Up
2012-01-21,9.15,8.57,Up
2012-01-22,9.17,8.58,Up
2012-01-23,9.26,8.66,Up
2012-01-24,9.23,8.67,Up
2012-01-25,9.21,8.72,Up
2012-01-26,9.23,8.75,Up
2012-01-27,9.24,8.78,Up
2012-01-28,9.29,8.81,Up
2012-01-29,9.38,8.84,Up
2012-01-30,9.46,8.86,Up
2012-01-31,9.49,8.89,Up
2012-02-01,9.51,8.91,Up
2012-02-02,9.55,8.96,Up
2012-02-03,9.6,8.99,Up
2012-02-04,9.67,9.01,Up
2012-02-05,9.67,9.04,Up
2012-02-06,9.65,9.06,Up
2012-02-07,9.64,9.09,Up
2012-02-08,9.63,9.12,Up
2012-02-09,9.67,9.15,Up
2012-02-10,9.67,9.19,Up
2012-02-11,9.69,9.24,Up
2012-02-12,9.76,9.27,Up
2012-02-13,9.77,9.32,Up
2012-02-14,9.79,9.37,Up
2012-02-15,9.74,9.38,Up
2012-02-16,9.73,9.4,Up
2012-02-17,9.81,9.42,Up
2012-02-18,9.89,9.48,Up
2012-02-19,9.95,9.52,Up
2012-02-20,9.93,9.54,Up
2012-02-21,9.93,9.55,Up
2012-02-22,9.92,9.59,Up
2012-02-23,10.0,9.62,Up
2012-02-24,10.02,9.62,Up
2012-02-25,10.1,9.67,Up
2012-02-26,10.13,9.69,Up
2012-02-27,10.17,9.73,Up
2012-02-28,10.17,9.78,Up
2012-02-29,10.21,9.84,Up
2012-03-01,10.23,9.86,Up
2012-03-02,10.24,9.88,Up
2012-03-03,10.18,9.86,Up
2012-03-04,10.18,9.89,Up
2012-03-05,10.19,9.93,Up
2012-03-06,10.2,9.93,Up
2012-03-07,10.25,9.95,Up
2012-03-08,10.32,9.98,Up
2012-03-09,10.41,10.02,Up
2012-03-10,10.49,10.08,Up
2012-03-11,10.5,10.09,Up
2012-03-12,10.57,10.13,Up
2012-03-13,10.61,10.19,Up
2012-03-14,10.63,10.2,Up
2012-03-15,10.62,10.21,Up
2012-03-16,10.69,10.21,Up
2012-03-17,10.8,10.26,Up
2012-03-18,10.85,10.33,Up
2012-03-19,10.81,10.35,Up
2012-03-20,10.85,10.4,Up
2012-03-21,10.92,10.43,Up
2012-03-22,11.02,10.47,Up
2012-03-23,10.97,10.45,Up
2012-03-24,11.05,10.52,Up
2012-03-25,11.1,10.56,Up
2012-03-26,11.1,10.6,Up
2012-03-27,11.14,10.64,Up
2012-03-28,11.16,10.67,Up
2012-03-29,11.17,10.67,Up
2012-03-30,11.18,10.69,Up
2012-03-31,11.29,10.76,Up
2012-04-01,11.35,10.8,Up
2012-04-02,11.39,10.78,Up
2012-04-03,11.41,10.79,Up
2012-04-04,11.41,10.8,Up
2012-04-05,11.39,10.8,Up
2012-04-06,11.38,10.81,Up
2012-04-07,11.34,10.83,Up
2012-04-08,11.32,10.87,Up
2012-04-09,11.31,10.9,Up
2012-04-10,11.37,10.94,Up
2012-04-11,11.34,10.96,Up
2012-04-12,11.28,10.94,Up
2012-04-13,11.26,10.95,Up
2012-04-14,11.33,10.97,Up
2012-04-15,11.23,10.96,Up
2012-04-16,11.2,11.0,Up
2012-04-17,11.15,11.0,Up
2012-04-18,11.14,10.98,Up
2012-04-19,11.15,11.0,Up
2012-04-20,11.16,11.04,Up
2012-04-21,11.17,11.1,Up
2012-04-22,11.23,11.1,Up
2012-04-23,11.12,11.09,Up
2012-04-24,11.09,11.1,Down
2012-04-25,11.05,11.07,Down
2012-04-26,11.07,11.11,Down
2012-04-27,11.04,11.1,Down
2012-04-28,11.04,11.11,Down
2012-04-29,11.08,11.13,Down
2012-04-30,11.06,11.18,Down
2012-05-01,11.11,11.23,Down
2012-05-02,11.17,11.28,Down
2012-05-03,11.2,11.3,Down
2012-05-04,11.24,11.33,Down
2012-05-05,11.34,11.36,Down
2012-05-06,11.38,11.38,Up
2012-05-07,11.46,11.4,Up
2012-05-08,11.49,11.41,Up
2012-05-09,11.54,11.43,Up
2012-05-10,11.52,11.45,Up
2012-05-11,11.55,11.44,Up
2012-05-12,11.58,11.43,Up
2012-05-13,11.66,11.46,Up
2012-05-14,11.69,11.51,Up
2012-05-15,11.79,11.51,Up
2012-05-16,11.74,11.47,Up
2012-05-17,11.72,11.44,Up
2012-05-18,11.8,11.47,Up
2012-05-19,11.82,11.48,Up
2012-05-20,11.81,11.49,Up
2012-05-21,11.77,11.47,Up
2012-05-22,11.73,11.48,Up
2012-05-23,11.75,11.44,Up
2012-05-24,11.75,11.42,Up
2012-05-25,11.73,11.39,Up
2012-05-26,11.7,11.38,Up
2012-05-27,11.78,11.41,Up
2012-05-28,11.77,11.41,Up
2012-05-29,11.66,11.37,Up
2012-05-30,11.56,11.31,Up
2012-05-31,11.5,11.3,Up
2012-06-01,11.52,11.34,Up
2012-06-02,11.55,11.38,Up
2012-06-03,11.55,11.39,Up
2012-06-04,11.54,11.44,Up
2012-06-05,11.52,11.45,Up
2012-06-06,11.5,11.48,Up
2012-06-07,11.42,11.46,Down
2012-06-08,11.35,11.45,Down
2012-06-09,11.43,11.47,Down
2012-06-10,11.45,11.5,Down
2012-06-11,11.45,11.52,Down
2012-06-12,11.46,11.56,Down
2012-06-13,11.46,11.57,Down
2012-06-14,11.49,11.64,Down
2012-06-15,11.56,11.65,Down
2012-06-16,11.64,11.68,Down
2012-06-17,11.65,11.73,Down
2012-06-18,11.68,11.75,Down
2012-06-19,11.67,11.74,Down
2012-06-20,11.7,11.74,Down
2012-06-21,11.76,11.75,Up
2012-06-22,11.78,11.77,Up
2012-06-23,11.9,11.82,Up
2012-06-24,11.96,11.84,Up
2012-06-25,12.02,11.86,Up
2012-06-26,12.03,11.9,Up
2012-06-27,12.12,11.95,Up
2012-06-28,12.18,11.92,Up
2012-06-29,12.25,11.9,Up
2012-06-30,12.27,11.88,Up
2012-07-01,12.27,11.9,Up
2012-07-02,12.29,11.92,Up
2012-07-03,12.34,11.95,Up
2012-07-04,12.36,11.95,Up
2012-07-05,12.39,11.96,Up
2012-07-06,12.44,11.97,Up
2012-07-07,12.56,11.99,Up
2012-07-08,12.63,11.99,Up
2012-07-09,12.65,12.04,Up
2012-07-10,12.65,12.05,Up
2012-07-11,12.68,12.06,Up
2012-07-12,12.7,12.08,Up
2012-07-13,12.78,12.12,Up
2012-07-14,12.84,12.17,Up
2012-07-15,12.83,12.19,Up
2012-07-16,12.85,12.25,Up
2012-07-17,12.94,12.29,Up
2012-07-18,12.96,12.32,Up
2012-07-19,12.99,12.33,Up
2012-07-20,13.06,12.38,Up
2012-07-21,13.1,12.43,Up
2012-07-22,13.19,12.48,Up
2012-07-23,13.15,12.53,Up
2012-07-24,13.28,12.62,Up
2012-07-25,13.33,12.68,Up
2012-07-26,13.43,12.73,Up
2012-07-27,13.51,12.82,Up
2012-07-28,13.59,12.89,Up
2012-07-29,13.69,12.97,Up
2012-07-30,13.88,13.07,Up
2012-07-31,13.91,13.09,Up
2012-08-01,13.93,13.11,Up
2012-08-02,14.03,13.19,Up
2012-08-03,14.14,13.25,Up
2012-08-04,14.25,13.32,Up
2012-08-05,14.27,13.36,Up
2012-08-06,14.26,13.41,Up
2012-08-07,14.37,13.5,Up
2012-08-08,14.46,13.56,Up
2012-08-09,14.6,13.63,Up
2012-08-10,14.73,13.71,Up
2012-08-11,14.87,13.78,Up
2012-08-12,14.95,13.87,Up
2012-08-13,15.07,13.95,Up
2012-08-14,15.23,14.03,Up
2012-08-15,15.4,14.13,Up
2012-08-16,15.45,14.19,Up
2012-08-17,15.47,14.21,Up
2012-08-18,15.6,14.29,Up
2012-08-19,15.8,14.43,Up
2012-08-20,16.0,14.55,Up
2012-08-21,16.15,14.67,Up
2012-08-22,16.28,14.72,Up
2012-08-23,16.38,14.83,Up
2012-08-24,16.42,14.88,Up
2012-08-25,16.45,14.94,Up
2012-08-26,16.63,15.07,Up
2012-08-27,16.74,15.17,Up
2012-08-28,16.84,15.26,Up
2012-08-29,16.95,15.41,Up
2012-08-30,17.13,15.52,Up
2012-08-31,17.24,15.59,Up
2012-09-01,17.34,15.68,Up
2012-09-02,17.45,15.8,Up
2012-09-03,17.56,15.91,Up
2012-09-04,17.71,15.99,Up
2012-09-05,17.97,16.12,Up
2012-09-06,18.12,16.25,Up
2012-09-07,18.31,16.39,Up
2012-09-08,18.39,16.49,Up
2012-09-09,18.57,16.65,Up
2012-09-10,18.67,16.77,Up
2012-09-11,18.76,16.86,Up
2012-09-12,18.87,16.97,Up
2012-09-13,18.88,17.06,Up
2012-09-14,19.0,17.2,Up
2012-09-15,19.08,17.27,Up
2012-09-16,19.3,17.38,Up
2012-09-17,19.5,17.55,Up
2012-09-18,19.59,17.69,Up
2012-09-19,19.59,17.79,Up
2012-09-20,19.68,17.92,Up
2012-09-21,19.92,18.1,Up
2012-09-22,20.07,18.22,Up
2012-09-23,20.28,18.35,Up
2012-09-24,20.45,18.45,Up
2012-09-25,20.38,18.51,Up
2012-09-26,20.46,18.6,Up
2012-09-27,20.62,18.73,Up
2012-09-28,20.69,18.82,Up
2012-09-29,20.86,19.0,Up
2012-09-30,21.05,19.15,Up
2012-10-01,21.02,19.18,Up
2012-10-02,21.05,19.25,Up
2012-10-03,21.09,19.32,Up
2012-10-04,21.13,19.42,Up
2012-10-05,21.09,19.53,Up
2012-10-06,21.17,19.65,Up
2012-10-07,21.05,19.68,Up
2012-10-08,21.3,19.85,Up
2012-10-09,21.31,19.94,Up
2012-10-10,21.4,20.03,Up
2012-10-11,21.45,20.1,Up
2012-10-12,21.51,20.19,Up
2012-10-13,21.68,20.28,Up
2012-10-14,21.6,20.3,Up
2012-10-15,21.81,20.45,Up
2012-10-16,21.88,20.59,Up
2012-10-17,21.85,20.68,Up
2012-10-18,21.9,20.75,Up
2012-10-19,21.96,20.77,Up
2012-10-20,22.04,20.86,Up
2012-10-21,22.06,20.99,Up
2012-10-22,22.11,21.09,Up
2012-10-23,22.02,21.15,Up
2012-10-24,22.12,21.29,Up
2012-10-25,22.19,21.29,Up
2012-10-26,22.37,21.41,Up
2012-10-27,22.49,21.55,Up
2012-10-28,22.59,21.64,Up
2012-10-29,22.6,21.73,Up
2012-10-30,22.63,21.84,Up
2012-10-31,22.79,21.91,Up
2012-11-01,22.85,21.95,Up
2012-11-02,22.96,22.02,Up
2012-11-03,23.1,22.11,Up
2012-11-04,23.27,22.18,Up
2012-11-05,23.36,22.26,Up
2012-11-06,23.47,22.26,Up
2012-11-07,23.43,22.36,Up
2012-11-08,23.55,22.43,Up
2012-11-09,23.63,22.51,Up
2012-11-10,23.72,22.58,Up
2012-11-11,23.77,22.64,Up
2012-11-12,23.75,22.71,Up
2012-11-13,23.89,22.74,Up
2012-11-14,23.83,22.82,Up
2012-11-15,23.8,22.84,Up
2012-11-16,23.89,22.87,Up
2012-11-17,23.87,22.89,Up
2012-11-18,24.0,22.98,Up
2012-11-19,24.01,23.02,Up
2012-11-20,24.01,23.03,Up
2012-11-21,24.06,23.09,Up
2012-11-22,24.2,23.11,Up
2012-11-23,24.29,23.2,Up
2012-11-24,24.4,23.3,Up
2012-11-25,24.38,23.37,Up
2012-11-26,24.37,23.43,Up
2012-11-27,24.37,23.48,Up
2012-11-28,24.54,23.57,Up
2012-11-29,24.71,23.67,Up
2012-11-30,24.63,23.71,Up
2012-12-01,24.83,23.84,Up
2012-12-02,24.86,23.91,Up
2012-12-03,24.9,24.0,Up
2012-12-04,24.68,23.98,Up
2012-12-05,24.5,23.93,Up
2012-12-06,24.54,24.0,Up
2012-12-07,24.42,23.92,Up
2012-12-08,24.36,23.96,Up
2012-12-09,24.25,23.94,Up
2012-12-10,24.27,23.99,Up
2012-12-11,24.27,24.02,Up
2012-12-12,24.27,24.01,Up
2012-12-13,24.22,24.05,Up
2012-12-14,24.01,23.92,Up
2012-12-15,23.9,23.85,Up
2012-12-16,23.71,23.8,Down
2012-12-17,23.68,23.77,Down
2012-12-18,23.56,23.78,Down
2012-12-19,23.54,23.77,Down
2012-12-20,23.31,23.66,Down
2012-12-21,23.16,23.61,Down
2012-12-22,23.21,23.71,Down
2012-12-23,22.99,23.64,Down
2012-12-24,22.88,23.64,Down
2012-12-25,22.76,23.57,Down
2012-12-26,22.68,23.53,Down
2012-12-27,22.61,23.49,Down
2012-12-28,22.46,23.5,Down
2012-12-29,22.23,23.47,Down
2012-12-30,22.33,23.48,Down
2012-12-31,22.16,23.5,Down
2013-01-01,22.15,23.51,Down
2013-01-02,22.06,23.48,Down
2013-01-03,22.23,23.45,Down
2013-01-04,22.29,23.39,Down
2013-01-05,22.2,23.37,Down
2013-01-06,22.18,23.3,Down
2013-01-07,22.23,23.29,Down
2013-01-08,22.2,23.22,Down
2013-01-09,22.09,23.18,Down
2013-01-10,22.07,23.17,Down
2013-01-11,21.98,23.12,Down
2013-01-12,21.9,23.06,Down
2013-01-13,22.03,23.02,Down
2013-01-14,22.23,23.06,Down
2013-01-15,22.26,22.98,Down
2013-01-16,22.21,22.95,Down
2013-01-17,22.11,22.84,Down
2013-01-18,21.97,22.75,Down
2013-01-19,22.21,22.76,Down
2013-01-20,22.21,22.69,Down
2013-01-21,22.06,22.64,Down
2013-01-22,22.16,22.57,Down
2013-01-23,22.08,22.48,Down
2013-01-24,22.16,22.46,Down
2013-01-25,22.02,22.35,Down
2013-01-26,22.02,22.31,Down
2013-01-27,21.93,22.19,Down
2013-01-28,21.94,22.08,Down
2013-01-29,21.9,22.12,Down
2013-01-30,21.87,22.02,Down
2013-01-31,22.02,22.08,Down
2013-02-01,21.99,22.03,Down
2013-02-02,21.94,22.08,Down
2013-02-03,22.1,22.19,Down
2013-02-04,22.21,22.21,Up
2013-02-05,22.36,22.27,Up
2013-02-06,22.32,22.27,Up
2013-02-07,22.47,22.33,Up
2013-02-08,22.59,22.34,Up
2013-02-09,22.57,22.32,Up
2013-02-10,22.82,22.4,Up
2013-02-11,23.02,22.46,Up
2013-02-12,23.06,22.54,Up
2013-02-13,23.14,22.68,Up
2013-02-14,23.31,22.78,Up
2013-02-15,23.58,22.9,Up
2013-02-16,24.01,23.06,Up
2013-02-17,24.37,23.17,Up
2013-02-18,24.52,23.36,Up
2013-02-19,24.78,23.49,Up
2013-02-20,25.24,23.65,Up
2013-02-21,25.53,23.84,Up
2013-02-22,25.89,23.99,Up
2013-02-23,26.12,24.14,Up
2013-02-24,26.39,24.2,Up
2013-02-25,26.85,24.44,Up
2013-02-26,27.12,24.52,Up
2013-02-27,27.56,24.75,Up
2013-02-28,27.8,24.85,Up
2013-03-01,28.02,24.95,Up
2013-03-02,28.12,25.07,Up
2013-03-03,28.56,25.28,Up
2013-03-04,29.11,25.52,Up
2013-03-05,29.2,25.65,Up
2013-03-06,29.51,25.86,Up
2013-03-07,29.81,26.08,Up
2013-03-08,30.17,26.25,Up
2013-03-09,30.56,26.51,Up
2013-03-10,31.06,26.83,Up
2013-03-11,31.47,27.02,Up
2013-03-12,31.58,27.2,Up
2013-03-13,31.85,27.44,Up
2013-03-14,32.48,27.77,Up
2013-03-15,32.94,28.04,Up
2013-03-16,33.52,28.42,Up
2013-03-17,34.23,28.9,Up
2013-03-18,34.73,29.37,Up
2013-03-19,35.08,29.73,Up
2013-03-20,35.8,30.16,Up
2013-03-21,36.59,30.68,Up
2013-03-22,37.26,31.25,Up
2013-03-23,37.94,31.73,Up
2013-03-24,38.67,32.28,Up
2013-03-25,39.28,32.7,Up
2013-03-26,40.01,33.2,Up
2013-03-27,40.23,33.54,Up
2013-03-28,41.25,34.18,Up
2013-03-29,42.02,34.79,Up
2013-03-30,42.92,35.36,Up
2013-03-31,43.82,35.92,Up
2013-04-01,44.97,36.54,Up
2013-04-02,45.81,37.19,Up
2013-04-03,46.46,37.78,Up
2013-04-04,47.16,38.18,Up
2013-04-05,47.88,38.7,Up
2013-04-06,48.79,39.3,Up
2013-04-07,49.72,39.95,Up
2013-04-08,50.47,40.51,Up
2013-04-09,51.38,41.22,Up
2013-04-10,52.62,42.05,Up
2013-04-11,53.68,42.63,Up
2013-04-12,54.74,43.3,Up
2013-04-13,55.48,43.98,Up
2013-04-14,56.04,44.49,Up
2013-04-15,56.72,45.12,Up
2013-04-16,57.29,45.76,Up
2013-04-17,58.06,46.39,Up
2013-04-18,58.88,46.98,Up
2013-04-19,59.22,47.51,Up
2013-04-20,59.76,48.17,Up
2013-04-21,60.54,48.9,Up
2013-04-22,61.07,49.5,Up
2013-04-23,61.8,50.24,Up
2013-04-24,62.61,50.95,Up
2013-04-25,63.5,51.75,Up
2013-04-26,64.59,52.41,Up
2013-04-27,64.74,53.0,Up
2013-04-28,65.44,53.73,Up
2013-04-29,66.11,54.52,Up
2013-04-30,66.68,55.25,Up
2013-05-01,67.0,55.99,Up
2013-05-02,67.23,56.52,Up
2013-05-03,67.58,57.02,Up
2013-05-04,68.52,57.84,Up
2013-05-05,69.44,58.66,Up
2013-05-06,70.14,59.47,Up
2013-05-07,70.86,60.29,Up
2013-05-08,71.64,61.05,Up
2013-05-09,72.14,61.76,Up
2013-05-10,72.59,62.6,Up
2013-05-11,73.59,63.64,Up
2013-05-12,74.27,64.51,Up
2013-05-13,75.37,65.42,Up
2013-05-14,76.28,66.16,Up
2013-05-15,76.81,66.76,Up
2013-05-16,77.3,67.3,Up
2013-05-17,78.0,68.03,Up
2013-05-18,78.57,68.72,Up
2013-05-19,79.43,69.32,Up
2013-05-20,79.53,69.64,Up
2013-05-21,79.71,70.12,Up
2013-05-22,80.33,70.7,Up
2013-05-23,81.05,71.43,Up
2013-05-24,81.78,72.2,Up
2013-05-25,82.36,72.93,Up
2013-05-26,83.1,73.84,Up
2013-05-27,84.46,74.6,Up
2013-05-28,85.01,75.23,Up
2013-05-29,85.8,75.96,Up
2013-05-30,86.96,76.82,Up
2013-05-31,87.97,77.49,Up
2013-06-01,90.02,78.63,Up
2013-06-02,91.74,79.66,Up
2013-06-03,93.37,80.95,Up
2013-06-04,94.91,82.17,Up
2013-06-05,96.27,83.2,Up
2013-06-06,98.15,84.5,Up
2013-06-07,99.56,85.6,Up
2013-06-08,101.5,86.82,Up
2013-06-09,102.74,87.66,Up
2013-06-10,104.2,88.89,Up
2013-06-11,105.98,90.12,Up
2013-06-12,108.0,91.68,Up
2013-06-13,109.95,93.12,Up
2013-06-14,112.0,94.4,Up
2013-06-15,113.73,95.51,Up
2013-06-16,115.66,96.83,Up
2013-06-17,117.55,98.06,Up
2013-06-18,119.14,99.28,Up
2013-06-19,121.11,100.32,Up
2013-06-20,123.24,101.48,Up
2013-06-21,125.74,103.03,Up
2013-06-22,128.15,104.6,Up
2013-06-23,130.3,106.04,Up
2013-06-24,131.97,107.17,Up
2013-06-25,133.72,108.41,Up
2013-06-26,135.75,110.1,Up
2013-06-27,137.92,111.46,Up
2013-06-28,139.95,112.88,Up
2013-06-29,142.02,114.49,Up
2013-06-30,143.9,115.93,Up
2013-07-01,145.16,117.59,Up
2013-07-02,146.56,119.15,Up
2013-07-03,148.78,121.08,Up
2013-07-04,150.32,122.62,Up
2013-07-05,152.76,124.52,Up
2013-07-06,154.7,126.42,Up
2013-07-07,157.11,128.33,Up
2013-07-08,159.21,130.36,Up
2013-07-09,161.64,132.19,Up
2013-07-10,164.06,134.13,Up
2013-07-11,166.95,136.46,Up
2013-07-12,168.38,138.19,Up
2013-07-13,170.37,140.16,Up
2013-07-14,173.18,142.59,Up
2013-07-15,175.81,144.77,Up
2013-07-16,178.0,146.83,Up
2013-07-17,181.33,149.44,Up
2013-07-18,183.83,151.48,Up
2013-07-19,186.88,153.99,Up
2013-07-20,190.01,156.63,Up
2013-07-21,193.25,159.49,Up
2013-07-22,195.09,161.62,Up
2013-07-23,197.1,163.7,Up
2013-07-24,200.53,166.25,Up
2013-07-25,203.06,168.39,Up
2013-07-26,205.98,170.87,Up
2013-07-27,210.0,173.96,Up
2013-07-28,213.29,176.62,Up
2013-07-29,216.84,179.43,Up
2013-07-30,221.63,182.77,Up
2013-07-31,225.92,185.54,Up
2013-08-01,229.68,188.12,Up
2013-08-02,233.12,190.95,Up
2013-08-03,236.96,193.64,Up
2013-08-04,241.47,197.12,Up
2013-08-05,246.57,200.63,Up
2013-08-06,251.77,204.44,Up
2013-08-07,256.51,207.86,Up
2013-08-08,262.67,212.16,Up
2013-08-09,267.83,215.95,Up
2013-08-10,273.3,220.13,Up
2013-08-11,280.01,224.19,Up
2013-08-12,286.58,228.48,Up
2013-08-13,291.31,232.24,Up
2013-08-14,298.35,237.08,Up
2013-08-15,305.55,241.78,Up
2013-08-16,311.72,246.52,Up
2013-08-17,320.73,252.28,Up
2013-08-18,329.65,258.27,Up
2013-08-19,336.49,263.25,Up
2013-08-20,343.86,268.56,Up
2013-08-21,352.89,273.99,Up
2013-08-22,363.77,280.44,Up
2013-08-23,372.04,286.28,Up
2013-08-24,381.62,292.34,Up
2013-08-25,389.58,297.78,Up
2013-08-26,398.29,304.14,Up
2013-08-27,408.0,310.64,Up
2013-08-28,418.17,317.51,Up
2013-08-29,428.56,325.1,Up
2013-08-30,441.05,333.49,Up
2013-08-31,456.18,342.93,Up
2013-09-01,470.31,351.72,Up
2013-09-02,484.07,360.51,Up
2013-09-03,494.11,367.79,Up
2013-09-04,504.66,375.61,Up
2013-09-05,518.67,385.22,Up
2013-09-06,533.79,395.15,Up
2013-09-07,541.98,402.32,Up
2013-09-08,552.51,410.17,Up
2013-09-09,568.74,421.02,Up
2013-09-10,582.87,431.44,Up
2013-09-11,598.3,442.44,Up
2013-09-12,616.8,454.05,Up
2013-09-13,632.04,465.19,Up
2013-09-14,649.43,477.49,Up
2013-09-15,669.06,490.39,Up
2013-09-16,681.8,501.27,Up
2013-09-17,698.88,514.27,Up
2013-09-18,714.77,525.63,Up
2013-09-19,734.23,539.05,Up
2013-09-20,755.05,553.97,Up
2013-09-21,772.14,567.96,Up
2013-09-22,793.52,582.78,Up
2013-09-23,815.58,598.6,Up
2013-09-24,838.69,614.13,Up
2013-09-25,863.85,631.07,Up
2013-09-26,885.38,646.69,Up
2013-09-27,909.88,664.03,Up
2013-09-28,932.94,680.75,Up
2013-09-29,952.53,696.79,Up
2013-09-30,968.43,712.3,Up
2013-10-01,990.46,730.39,Up
2013-10-02,1014.14,749.1,Up
2013-10-03,1042.07,768.09,Up
2013-10-04,1064.21,784.43,Up
2013-10-05,1092.43,805.55,Up
2013-10-06,1116.43,825.11,Up
2013-10-07,1144.47,843.22,Up
2013-10-08,1172.66,862.59,Up
2013-10-09,1199.25,883.99,Up
2013-10-10,1231.95,907.41,Up
2013-10-11,1261.17,929.73,Up
2013-10-12,1297.6,957.2,Up
2013-10-13,1337.53,984.79,Up
2013-10-14,1384.24,1016.83,Up
2013-10-15,1432.01,1050.54,Up
2013-10-16,1480.44,1081.12,Up
2013-10-17,1521.12,1110.0,Up
2013-10-18,1575.51,1145.14,Up
2013-10-19,1638.98,1186.61,Up
2013-10-20,1689.94,1222.5,Up
2013-10-21,1748.27,1260.21,Up
2013-10-22,1819.08,1306.3,Up
2013-10-23,1877.93,1346.75,Up
2013-10-24,1933.74,1386.22,Up
2013-10-25,1994.76,1429.3,Up
2013-10-26,2068.42,1476.9,Up
2013-10-27,2140.47,1525.18,Up
2013-10-28,2210.19,1571.56,Up
2013-10-29,2271.91,1612.22,Up
2013-10-30,2358.03,1663.23,Up
2013-10-31,2448.6,1719.53,Up
2013-11-01,2536.23,1775.18,Up
2013-11-02,2618.01,1830.04,Up
2013-11-03,2698.0,1881.1,Up
2013-11-04,2770.31,1931.37,Up
2013-11-05,2839.53,1977.98,Up
2013-11-06,2928.6,2036.53,Up
2013-11-07,2999.7,2086.18,Up
2013-11-08,3057.32,2128.28,Up
2013-11-09,3122.4,2177.18,Up
2013-11-10,3209.15,2235.16,Up
2013-11-11,3300.35,2298.98,Up
2013-11-12,3401.2,2369.37,Up
2013-11-13,3465.02,2424.63,Up
2013-11-14,3538.41,2485.21,Up
2013-11-15,3601.77,2541.11,Up
2013-11-16,3691.93,2606.53,Up
2013-11-17,3774.83,2675.17,Up
2013-11-18,3833.45,2736.22,Up
2013-11-19,3907.77,2798.85,Up
2013-11-20,3979.79,2864.03,Up
2013-11-21,4022.58,2920.83,Up
2013-11-22,4098.25,2988.09,Up
2013-11-23,4174.55,3054.15,Up
2013-11-24,4239.96,3117.36,Up
2013-11-25,4301.07,3184.74,Up
2013-11-26,4345.7,3243.08,Up
2013-11-27,4407.05,3308.62,Up
2013-11-28,4486.21,3379.06,Up
2013-11-29,4542.56,3450.29,Up
2013-11-30,4612.18,3530.39,Up
2013-12-01,4706.02,3621.13,Up
2013-12-02,4761.55,3689.78,Up
2013-12-03,4871.61,3784.8,Up
2013-12-04,4945.74,3858.02,Up
2013-12-05,5025.14,3932.33,Up
2013-12-06,5130.95,4029.78,Up
2013-12-07,5237.62,4118.66,Up
2013-12-08,5352.74,4205.03,Up
2013-12-09,5433.75,4278.08,Up
2013-12-10,5537.34,4373.25,Up
2013-12-11,5627.38,4463.86,Up
2013-12-12,5702.55,4551.87,Up
2013-12-13,5822.21,4643.62,Up
2013-12-14,5965.3,4751.85,Up
2013-12-15,6091.17,4846.47,Up
2013-12-16,6229.46,4960.69,Up
2013-12-17,6366.92,5070.88,Up
2013-12-18,6508.9,5171.17,Up
2013-12-19,6686.46,5297.11,Up
2013-12-20,6788.75,5384.27,Up
2013-12-21,6924.31,5473.45,Up
2013-12-22,7081.3,5589.77,Up
2013-12-23,7244.23,5709.39,Up
2013-12-24,7405.26,5822.61,Up
2013-12-25,7547.55,5924.31,Up
2013-12-26,7739.19,6042.45,Up
2013-12-27,7924.53,6165.79,Up
2013-12-28,8035.25,6260.73,Up
2013-12-29,8181.33,6361.94,Up
2013-12-30,8313.55,6462.87,Up
2013-12-31,8445.03,6575.52,Up
2014-01-01,8659.79,6710.67,Up
2014-01-02,8739.53,6805.57,Up
2014-01-03,8917.51,6931.62,Up
2014-01-04,9049.65,7037.39,Up
2014-01-05,9259.47,7195.21,Up
2014-01-06,9468.07,7352.84,Up
2014-01-07,9655.53,7504.14,Up
2014-01-08,9902.86,7668.3,Up
2014-01-09,10141.03,7839.19,Up
2014-01-10,10332.21,7979.79,Up
2014-01-11,10580.47,8141.51,Up
2014-01-12,10805.11,8313.66,Up
2014-01-13,10994.7,8480.0,Up
2014-01-14,11208.67,8649.92,Up
2014-01-15,11451.75,8840.6,Up
2014-01-16,11694.78,9030.85,Up
2014-01-17,11845.98,9177.44,Up
2014-01-18,12021.78,9354.12,Up
2014-01-19,12255.0,9521.88,Up
2014-01-20,12546.19,9735.25,Up
2014-01-21,12707.73,9894.52,Up
2014-01-22,12942.45,10093.34,Up
2014-01-23,13136.61,10270.94,Up
2014-01-24,13430.97,10489.26,Up
2014-01-25,13678.55,10708.87,Up
2014-01-26,13871.06,10897.79,Up
2014-01-27,14210.07,11122.66,Up
2014-01-28,14441.15,11311.24,Up
2014-01-29,14655.18,11484.36,Up
2014-01-30,14934.93,11689.98,Up
2014-01-31,15202.66,11931.23,Up
2014-02-01,15575.55,12157.54,Up
